11||258||43                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||260||31                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||281||37                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||283||34                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||288||29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||289||30                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||291||100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||292||41                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||295||109                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||296||49                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||312||17                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||317||32                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||321||18                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||329||773                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||330||268                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||331||230                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||337||9                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
11||338||15.0862                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
11||339||9                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
11||371||10                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||372||13                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||373||15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||378||100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||381||30                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||382||11                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||383||14                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||384||14                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11||388||245                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||389||599                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||390||384                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||391||654                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||392||734                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||393||1250                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
11||395||539                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||396||873                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||397||829                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||398||301                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||399||1367                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
11||400||482                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||401||791                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||402||1151                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
11||403||474                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||404||309                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||405||289                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
11||406||419                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
