5||1||1||7501102610003||PEGAMENTO K KOLA LOKA||18.9655||15.08||18.97||15.08                                                                                                                                                                                                                                                                                                                                                                                                                                         
5||1||3||7501032907624||AUTAN/OFF ACTIVE SPRAY 80G||58.6207||46.60||58.62||46.60                                                                                                                                                                                                                                                                                                                                                                                                                                    
5||1||4||7501032907594||AUTAN ACTIVE LIQ 100ML||53.4483||42.71||53.45||42.71                                                                                                                                                                                                                                                                                                                                                                                                                                        
2||1||5||7501032907600||OFF FAMILY CRA 100ML||67.2414||53.91||67.24||53.91                                                                                                                                                                                                                                                                                                                                                                                                                                          
1||2||8||7501123013234||BEDOYECTA PED.TABS. C/30||223||181.52||223.00||181.52                                                                                                                                                                                                                                                                                                                                                                                                                                       
2||1||12||7501035919112||SH PALMOLMOLIVE OPT INT 400 ML||40.5172||35.12||40.52||35.12                                                                                                                                                                                                                                                                                                                                                                                                                               
2||1||13||7501035919129||SH PALMOLIVE OPT EXTRA INT 400 ML||43.1034||36.12||43.10||36.12                                                                                                                                                                                                                                                                                                                                                                                                                            
2||1||16||7501056334130||SHA SEDAL CERAMIDAS 200 ML||14.6552||12.76||14.66||12.76                                                                                                                                                                                                                                                                                                                                                                                                                                   
2||1||17||75001087||Vanart Duo 225 Ml||9.4828||8.00||9.48||8.00                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2||1||18||75001049||Vanart Shampoo Clasico Hierbas 225 Ml||9.4828||8.00||9.48||8.00                                                                                                                                                                                                                                                                                                                                                                                                                                 
2||1||20||7501001133610||HEAD S SH 200ML SVE MANEJABL||28.4483||25.28||28.45||25.28                                                                                                                                                                                                                                                                                                                                                                                                                                 
2||1||22||7501007496498||HEAD S ACOND 400ML HUMECTANTE||48.2759||42.53||48.28||42.53                                                                                                                                                                                                                                                                                                                                                                                                                                
5||1||28||7501289900010||CAPSULAS VEGA 4||22.4138||18.38||22.41||18.38                                                                                                                                                                                                                                                                                                                                                                                                                                              
2||1||29||7501078231295||KOLESTON NEG 20 UV||51.7241||43.82||51.72||43.82                                                                                                                                                                                                                                                                                                                                                                                                                                           
2||1||30||7501078231301||KOLESTON NEG AZULADO 28 UV||51.7241||43.82||51.72||43.82                                                                                                                                                                                                                                                                                                                                                                                                                                   
5||1||31||7501078231240||KOLESTON ROJO ARDIENTE 466 UV||50.0000||42.96||50.00||42.96                                                                                                                                                                                                                                                                                                                                                                                                                                
2||1||33||7501078231219||KOLESTON CAOBA CLARO 55 UV||52.5862||44.18||52.59||44.18                                                                                                                                                                                                                                                                                                                                                                                                                                   
2||1||35||7501078231202||KOLESTON CAOBA COBR CLA 64 UV||50.0000||42.96||50.00||42.96                                                                                                                                                                                                                                                                                                                                                                                                                                
5||1||36||7501078231134||KOLESTON RUB MED 70 UV||52.5862||44.18||52.59||44.18                                                                                                                                                                                                                                                                                                                                                                                                                                       
5||1||37||7501078231127||KOLESTON RUB CENIZO MED 71 UV||51.7241||43.83||51.72||43.83                                                                                                                                                                                                                                                                                                                                                                                                                                
5||1||38||7501078231158||KOLESTON RUB AVELLANA 73 UV||51.7241||43.82||51.72||43.82                                                                                                                                                                                                                                                                                                                                                                                                                                  
5||1||39||7501078231110||KOLESTON CAST BAMBI 77 UV||52.5862||44.18||52.59||44.18                                                                                                                                                                                                                                                                                                                                                                                                                                    
5||1||40||7501078231103||KOLESTON RUB CLARO 80 UV||52.5862||44.18||52.59||44.18                                                                                                                                                                                                                                                                                                                                                                                                                                     
5||1||41||7501078231042||KOLESTON PLATA 98 UV||50.0000||42.96||50.00||42.96                                                                                                                                                                                                                                                                                                                                                                                                                                         
5||1||42||7501080128729||GRECIAN 2000 LOC 120ML||105.1724||91.17||105.17||91.17                                                                                                                                                                                                                                                                                                                                                                                                                                     
5||1||44||7501080111424||JUSTFORMEN BARBABIGOTE CASTCLA||130.1724||113.33||130.17||113.33                                                                                                                                                                                                                                                                                                                                                                                                                           
2||1||45||7501080111134||JUST FOR MEN QUITAC CAST MEDIO||130.1724||113.33||130.17||113.33                                                                                                                                                                                                                                                                                                                                                                                                                           
2||1||46||7501080111141||JUST FOR MEN QUITAC CAST NEG||130.1724||113.33||130.17||113.33                                                                                                                                                                                                                                                                                                                                                                                                                             
5||1||47||7501080111431||JUSTFORMEN BARBA BIGOTE CAST||130.1724||113.33||130.17||113.33                                                                                                                                                                                                                                                                                                                                                                                                                             
5||1||48||7501080111127||JUST FOR MEN QUITAC CAST||130.1724||113.33||130.17||113.33                                                                                                                                                                                                                                                                                                                                                                                                                                 
5||1||49||7501080111325||JUST FOR MEN QUITAC NEG||140.5172||133.33||140.52||133.33                                                                                                                                                                                                                                                                                                                                                                                                                                  
2||1||50||7501080129009||LADY GRECIAN 2000 LOC 120ML||105.1724||91.17||105.17||91.17                                                                                                                                                                                                                                                                                                                                                                                                                                
2||1||58||7501059309760||GEL GET SET NATURALS EX FME 300 G||11.2069||9.43||11.21||9.43                                                                                                                                                                                                                                                                                                                                                                                                                              
2||1||59||7501059309777||GEL GET SET NATURALS NML 3000 G||11.2069||9.43||11.21||9.43                                                                                                                                                                                                                                                                                                                                                                                                                                
2||1||60||7501059309517||GEL GET SET NATURALS NML 600 G||15.5172||13.35||15.52||13.35                                                                                                                                                                                                                                                                                                                                                                                                                               
2||1||61||7501101311017||SUPER WET PLUS GEL 250G AZUL||8.6207||7.26||8.62||7.26                                                                                                                                                                                                                                                                                                                                                                                                                                     
1||1||62||7501125115639||INHEPAR FA 10ML 5000UI||165||139.28||165.00||139.28                                                                                                                                                                                                                                                                                                                                                                                                                                        
2||1||63||7501101311062||SUPER WET PLUS GEL 250G NJA||8.6207||7.26||8.62||7.26                                                                                                                                                                                                                                                                                                                                                                                                                                      
2||1||64||7501101311086||SUPER WET PLUS GEL 250G ROJO||8.6207||7.26||8.62||7.26                                                                                                                                                                                                                                                                                                                                                                                                                                     
2||1||65||7501101311024||SUPER WET PLUS GEL 250G ROSA||8.6207||7.26||8.62||7.26                                                                                                                                                                                                                                                                                                                                                                                                                                     
2||1||66||7501101315053||SUPER WET PLUS GEL 1000G TRANS||25.0000||21.18||25.00||21.18                                                                                                                                                                                                                                                                                                                                                                                                                               
2||1||67||7501101311055||SUPER WET PLUS GEL 250G TRANS||8.6207||7.26||8.62||7.26                                                                                                                                                                                                                                                                                                                                                                                                                                    
2||1||68||7501101311079||SUPER WET PLUS GEL 250G UVA||8.6207||7.26||8.62||7.26                                                                                                                                                                                                                                                                                                                                                                                                                                      
2||1||69||7501101311048||SUPER WET PLUS GEL 250G VDE||8.6207||7.26||8.62||7.26                                                                                                                                                                                                                                                                                                                                                                                                                                      
2||1||73||7501037451054||HERBAL ES ESP 227G EX CTROL||40.5172||35.69||40.52||35.69                                                                                                                                                                                                                                                                                                                                                                                                                                  
2||1||74||7502210782224||CRA BRYLCREM GIG ANTIC 145G        ||41.3793||31.95||41.38||31.95                                                                                                                                                                                                                                                                                                                                                                                                                          
2||1||75||7502210782217||CRA BRYLCREM COLOSANTIC 220G 465   ||50.8621||39.28||50.86||39.28                                                                                                                                                                                                                                                                                                                                                                                                                          
2||1||76||7502210782231||CRA BRYLCREM GDE ANTIC 85G         ||29.3103||22.82||29.31||22.82                                                                                                                                                                                                                                                                                                                                                                                                                          
2||1||77||7502210782026||CRA BRYLCREM GIGREGULAR 145G       ||41.3793||31.95||41.38||31.95                                                                                                                                                                                                                                                                                                                                                                                                                          
2||1||78||7502210782019||CRA BRYLCREM COLOSAL REG220G 504   ||50.8621||39.28||50.86||39.28                                                                                                                                                                                                                                                                                                                                                                                                                          
2||1||79||7502210782033||CRA BRYLCREM GDE REGULAR 85G       ||29.3103||22.82||29.31||22.82                                                                                                                                                                                                                                                                                                                                                                                                                          
2||1||92||7501035914070||WILDROOT LIQ 100ML GDE||17.2414||15.61||17.24||15.61                                                                                                                                                                                                                                                                                                                                                                                                                                       
2||1||93||7501035914063||BRILL WILDROOT LIQ 250 ML||38.7931||35.23||38.79||35.23                                                                                                                                                                                                                                                                                                                                                                                                                                    
2||1||95||75001865||BRILLANTINA PALMOLIVE LIQ 115 ML GDE||20.6897||17.13||20.69||17.13                                                                                                                                                                                                                                                                                                                                                                                                                              
2||1||96||75001858||BRILLANTINA PALMOLIVE 199 ML GIG||29.3103||24.50||29.31||24.50                                                                                                                                                                                                                                                                                                                                                                                                                                  
2||1||97||75001872||BRILLANTINA PALMOLIVE LIQ  52 ML MEDIANO||12.0690||10.17||12.07||10.17                                                                                                                                                                                                                                                                                                                                                                                                                          
5||1||108||7501943434745||KLEENBEBE SUAV 14 CH UNISEX||42.2414||37.97||42.24||37.97                                                                                                                                                                                                                                                                                                                                                                                                                                 
5||1||109||7501017376995||KLEENBEBE SUAV 14 GDE UNISEX||52.5862||46.92||52.59||46.92                                                                                                                                                                                                                                                                                                                                                                                                                                
5||1||110||7501017366316||KLEENBEBE SUAV 14 JBO UNISEX||59.4828||53.62||59.48||53.62                                                                                                                                                                                                                                                                                                                                                                                                                                
5||1||111||7501017376971||KLEENBEBE SUAV 14 MED UNISEX||46.5517||41.76||46.55||41.76                                                                                                                                                                                                                                                                                                                                                                                                                                
2||1||114||7501001124120||ALWAYS TLLS NML 10||14.6552||12.31||14.66||12.31                                                                                                                                                                                                                                                                                                                                                                                                                                          
5||1||115||7501019068911||TLLAS SANIT SABA PANTY PROT LARGO 28 40%GTS||18.1034||15.59||18.10||15.59                                                                                                                                                                                                                                                                                                                                                                                                                 
5||1||116||7501019002014||SABA TEENS TLLS 10 ALAS LARGA||21.5517||18.36||21.55||18.36                                                                                                                                                                                                                                                                                                                                                                                                                               
5||1||117||7501019002007||SABA TEENS TLLS 10 ALAS NML||19.8276||17.08||19.83||17.08                                                                                                                                                                                                                                                                                                                                                                                                                                 
5||1||118||7501019006609||SABA B NOCHES TLLS 10 EX LARGA||25.8621||22.02||25.86||22.02                                                                                                                                                                                                                                                                                                                                                                                                                              
5||1||119||7501019006623||SABA B NOCHES TLLS 8 EX LARGA||21.5517||18.64||21.55||18.64                                                                                                                                                                                                                                                                                                                                                                                                                               
5||1||120||7501019006104||SABA INTIMA TLLS 10 BSA IND||14.6552||12.19||14.66||12.19                                                                                                                                                                                                                                                                                                                                                                                                                                 
5||1||121||7501019006319||SABA U TLLS INVIS 12 ALAS||26.7241||22.75||26.72||22.75                                                                                                                                                                                                                                                                                                                                                                                                                                   
5||1||123||7501943431140||TLLAS SANIT KOTEX PANTY PROTEC REG C/44||19.8276||16.99||19.83||16.99                                                                                                                                                                                                                                                                                                                                                                                                                     
5||1||124||7501017360789||KOTEX S/MZLLA TLLS 10 ANATALAS||14.6552||12.72||14.66||12.72                                                                                                                                                                                                                                                                                                                                                                                                                              
5||1||125||7501017370436||KOTEX S/MZLLA TLLS 10 UDELALAS||12.9310||11.57||12.93||11.57                                                                                                                                                                                                                                                                                                                                                                                                                              
9||2||126||7501017364695||LYS PAPEL H 4||7.7586||6.69||7.76||6.69                                                                                                                                                                                                                                                                                                                                                                                                                                                   
5||1||128||7501017362998||KLEENEX BSO 8 SELLA PACK||16.3793||13.68||16.38||13.68                                                                                                                                                                                                                                                                                                                                                                                                                                    
5||1||129||7501017367498||KLEENEX COLD C PANUELOS 60MENT||25.0000||21.50||25.00||21.50                                                                                                                                                                                                                                                                                                                                                                                                                              
5||1||131||7501017361120||KLEENEX PANUELOS 70 BOUTIQUE||10.3448||8.87||10.34||8.87                                                                                                                                                                                                                                                                                                                                                                                                                                  
2||1||134||7501027272706||OBAO BOL FRESC 65G FLORAL||20.6897||17.36||20.69||17.36                                                                                                                                                                                                                                                                                                                                                                                                                                   
2||1||135||7501027254436||OBAO BOL FRESC 65G INTENSA||20.6897||17.36||20.69||17.36                                                                                                                                                                                                                                                                                                                                                                                                                                  
2||1||136||7501027250612||OBAO BOL 65G PIEL DELICADA||20.6897||17.36||20.69||17.36                                                                                                                                                                                                                                                                                                                                                                                                                                  
2||1||137||7501027218377||OBAO BOL 65G ANGEL PIEL SENS||20.6897||17.36||20.69||17.36                                                                                                                                                                                                                                                                                                                                                                                                                                
2||1||138||7501027218353||OBAO BOL 65G PASSION PIEL SENS||20.6897||17.36||20.69||17.36                                                                                                                                                                                                                                                                                                                                                                                                                              
2||1||145||78004498||DESOD REXONA SDO BAMBOO 50 G||29.3103||25.55||29.31||25.55                                                                                                                                                                                                                                                                                                                                                                                                                                     
2||1||148||4005808816033||NIVEA D DES AER MJER 150ML||43.1034||37.78||43.10||37.78                                                                                                                                                                                                                                                                                                                                                                                                                                  
2||1||155||7501737493224||JOVAN MUSK DESOD BOL 50G MEN||21.5517||18.71||21.55||18.71                                                                                                                                                                                                                                                                                                                                                                                                                                
2||1||156||7501027286024||OBAO BOL FOR MEN 65G ACTIVE||20.6897||17.36||20.69||17.36                                                                                                                                                                                                                                                                                                                                                                                                                                 
