1||1||62||7501125115639||INHEPAR FA 10ML 5000UI||164.64||139.28||98.56||83.37                                                                                                                                                                                                                                                                                                                                                                                                                                       
4||3||185||7613032258610||NESTUM PROB CER AVENA 300G F1||29.00||25.87||26.00||23.17                                                                                                                                                                                                                                                                                                                                                                                                                                 
1||1||971||7501287624505||CELEBREX C 10 200MG||745.65||559.24||651.79||370.00                                                                                                                                                                                                                                                                                                                                                                                                                                       
1||1||1042||7501041941268||AMIKIN FA 4ML 1G ANT||1007.00||825.75||827.00||678.15                                                                                                                                                                                                                                                                                                                                                                                                                                    
1||1||1043||7501041941251||AMIKIN FA 2 2ML 100MG/2ML ANT||395.00||323.90||324.00||265.43                                                                                                                                                                                                                                                                                                                                                                                                                            
1||1||1185||7501124109929||CYCLOFEMINA 25/5MG 0.5 ML||189.17||155.12||40.48||24.29                                                                                                                                                                                                                                                                                                                                                                                                                                  
1||1||1261||7501070648640||DIMODAN 100MG CAP20||220.00||154.00||179.00||149.57                                                                                                                                                                                                                                                                                                                                                                                                                                      
1||2||1322||7501008497623||ELEVIT  30 CMP||330.65||219.06||253.00||210.37                                                                                                                                                                                                                                                                                                                                                                                                                                           
1||2||1470||7501037901597||FUROXONA CP SUSP 200ML||166.00||133.99||151.00||121.81                                                                                                                                                                                                                                                                                                                                                                                                                                   
1||1||1848||7501289501613||PEMIX T 25 1MG||342.16||219.63||308.00||122.00                                                                                                                                                                                                                                                                                                                                                                                                                                           
1||1||1863||7501041941022||PENTREXYL FA 3 1.0G ANT||256.00||209.92||206.00||168.59                                                                                                                                                                                                                                                                                                                                                                                                                                  
1||1||1866||7501041941060||PENTREXYL FA 3 500MG ANT||243.00||199.26||195.00||160.15                                                                                                                                                                                                                                                                                                                                                                                                                                 
1||1||1992||7501168810607||SALOFALK SUPS 10 250MG||107.10||87.82||95.00||80.24                                                                                                                                                                                                                                                                                                                                                                                                                                      
1||1||2124||7501088505508||TOPSYN Y GEL 0.05% 40 G||345.82||235.00||305.00||212.11                                                                                                                                                                                                                                                                                                                                                                                                                                  
1||1||2216||7501250810300||XYLOCAINA SPRAY 10 SOL115ML||292.00||281.44||272.00||262.17                                                                                                                                                                                                                                                                                                                                                                                                                              
1||1||2228||3662042002359||ZADITEN OFTALMICO 0.025% GTS 5 ML||497.32||390.39||455.00||357.18                                                                                                                                                                                                                                                                                                                                                                                                                        
1||1||2238||7501324403520||ZOMIG 2.5 MG TAB 2               N||460.00||361.10||438.00||343.82                                                                                                                                                                                                                                                                                                                                                                                                                       
1||2||2273||7503017193046||ANALGEN GEL 30 G                 N||87.00||57.85||80.00||63.94                                                                                                                                                                                                                                                                                                                                                                                                                           
1||2||2319||300055502635||CALTRATE 600 M T 60 400UI||206.16||163.89||198.00||157.59                                                                                                                                                                                                                                                                                                                                                                                                                                 
1||2||2320||30005501331||CALTRATE 600 TAB 30||101.00||80.00||100.63||80.00                                                                                                                                                                                                                                                                                                                                                                                                                                          
1||2||2462||650240019227||MICOTEX CRA 40G||49.90||42.43||47.00||40.04                                                                                                                                                                                                                                                                                                                                                                                                                                               
5||1||2648||7501073025608||JERINGA BD 10ML 22X32||7.87||5.07||6.00||4.01                                                                                                                                                                                                                                                                                                                                                                                                                                            
5||1||2655||7501073025493||JERINGA BD 5ML 21X32||7.13||4.62||6.00||3.81                                                                                                                                                                                                                                                                                                                                                                                                                                             
5||1||2676||729513103922||GASA LE ROY CH 7.5X5 CM C/10||10.99||9.56||20.00||9.00                                                                                                                                                                                                                                                                                                                                                                                                                                    
1||1||2731||7501041941053||PENTREXYL FA 2ML 500MG ANT||82.00||67.24||65.00||53.30                                                                                                                                                                                                                                                                                                                                                                                                                                   
1||1||2769||7501041940919||AVAPRO T 14 300MG||738.21||511.61||583.00||403.82                                                                                                                                                                                                                                                                                                                                                                                                                                        
4||1||2848||7613032860486||NAN A R PVO 400G||172.00||152.64||160.00||142.17                                                                                                                                                                                                                                                                                                                                                                                                                                         
1||1||2904||7502246642820||ALDARA CRA SOB 6 250MG 5% 2X1||1311.00||891.48||1083.00||850.12                                                                                                                                                                                                                                                                                                                                                                                                                          
1||5||2921||7501123017300||MUPIROCINA AL 2.0% UNGUENTO 15 GRS||216.67||86||223.17||181.84                                                                                                                                                                                                                                                                                                                                                                                                                           
2||1||2997||7502003560510||CETAPHIL BARRA 127 GRS. ||111.21||88.97||103.00||82.14                                                                                                                                                                                                                                                                                                                                                                                                                                   
5||7||3100||7501048620807||ALGODON ENROLLADO O PLISADO 50 G||17.00||7||11.88||10.03                                                                                                                                                                                                                                                                                                                                                                                                                                 
2||1||3474||7791293012902||AXE DESOD 113G SPRAY PLAY 2010||37.00||32.27||21.00||18.70                                                                                                                                                                                                                                                                                                                                                                                                                               
5||1||3571||7501128113137||JERINGA DL 3ML 22X32||3.74||1.87||4.93||2.00                                                                                                                                                                                                                                                                                                                                                                                                                                             
5||4||3572||7501128113120||JERINGA DE 3 ML 21 GX32 MM PZA||4.73||2||3.74||1.87                                                                                                                                                                                                                                                                                                                                                                                                                                      
1||2||3578||7503017193060||ANALGEN-FORTE 220/300MG TAB 12||84.00||55.86||75.00||59.55                                                                                                                                                                                                                                                                                                                                                                                                                               
1||1||3615||5702191008067||DAIVOBET UNG 30G 5MG/50MG||821.07||644.54||749.00||587.57                                                                                                                                                                                                                                                                                                                                                                                                                                
2||1||3661||7501059328518||SH FOLICURE EXTRA 200 ML||23.07||20.30||23.00||20.30                                                                                                                                                                                                                                                                                                                                                                                                                                     
5||1||3737||7503000504019||AGUA OXIGENADA RAB 115ML||8.08||4.73||10.61||5.00                                                                                                                                                                                                                                                                                                                                                                                                                                        
5||1||3738||7501943421417||KOTEX UNIKA TLLS 10 NOCT ALAS||18.00||16.03||17.82||16.03                                                                                                                                                                                                                                                                                                                                                                                                                                
4||1||3842||7613033033827||NAN HA 1 BL PVO 400G||232.36||199.37||224.00||199.37                                                                                                                                                                                                                                                                                                                                                                                                                                     
2||1||3956||7501065628169||Pomada de la Campana Tarro 75 Gr||25.78||23.45||25.00||22.36                                                                                                                                                                                                                                                                                                                                                                                                                             
1||1||3975||7501009000402||AUROREX 100 MG CPR 30||376.00||306.23||375.83||306.23                                                                                                                                                                                                                                                                                                                                                                                                                                    
1||2||3980||7501008426623||FLANAX T 20 275MG||163.80||108.52||156.00||129.73                                                                                                                                                                                                                                                                                                                                                                                                                                        
1||1||3987||7501033957505||CREON 10,000 150MG C/50 CAPS||537.80||342.63||487.00||389.84                                                                                                                                                                                                                                                                                                                                                                                                                             
1||1||4075||7501033957574||DICETEL 100 MG TAB C/28||714.20||455.02||653.00||522.72                                                                                                                                                                                                                                                                                                                                                                                                                                  
1||2||4166||7501390917099||KINOR SOL 5ML||295.00||241.90||220.00||180.40                                                                                                                                                                                                                                                                                                                                                                                                                                            
1||1||4211||7502213143169||TACEX IM FCO/AMP. IM 500 MG / 2 ML||314.92||247.21||246.00||193.03                                                                                                                                                                                                                                                                                                                                                                                                                       
5||1||4297||7501128113014||JERINGA DL INS 1ML 29X13||2.95||1.48||5.39||2.00                                                                                                                                                                                                                                                                                                                                                                                                                                         
1||1||4364||7501908258829||PLANTAGO-PSYLLIUM FCO 400 G LG||557.00||446.00||489.00||391.00                                                                                                                                                                                                                                                                                                                                                                                                                           
1||2||4413||7501008497555||CITRACAL 60'S TABS||185.68||123.02||156.00||129.71                                                                                                                                                                                                                                                                                                                                                                                                                                       
1||2||4533||7501001248062||VICK INHALADOR||61.144167||44.079167||61.14||44.08                                                                                                                                                                                                                                                                                                                                                                                                                                       
1||2||4549||7501034660077||ANTISTAX C 30 180MG||224.00||180.77||156.00||126.54                                                                                                                                                                                                                                                                                                                                                                                                                                      
1||1||4652||7501300409010||CEFURACET SUSPENSION CON 50 ML/ 250 MG.||467.00||291.88||272.37||117.00                                                                                                                                                                                                                                                                                                                                                                                                                  
1||2||4716||7506334400026||IVEL 250/60MG TAB30||300.00||240.00||273.30||218.64                                                                                                                                                                                                                                                                                                                                                                                                                                      
1||1||4764||7501390912704||AKTUFOAM 1.0% ESPUMA 30G||388.00||318.16||339.00||277.98                                                                                                                                                                                                                                                                                                                                                                                                                                 
1||5||4810||7501008409527||ACIDO ASCORBICO 1 GR 10 TABS EFERV.SABOR NARANJASERRAL Y QUIMPHARMA||88.00||30||95.18||63.06                                                                                                                                                                                                                                                                                                                                                                                             
1||5||4918||7503004908622||VITAMINA A,C,D SOL 15 ML GTSADEROGYL C||80.00||20||74.80||20.00                                                                                                                                                                                                                                                                                                                                                                                                                          
1||5||4931||7502211780069||METRONIDAZOL/DIYODOHIDROXIQUINOLEINA 125/100 MG||118.00||30||88.00||30.00                                                                                                                                                                                                                                                                                                                                                                                                                
2||1||5315||7501289900201||TINTE DE LA VEGA 8.0 RUB CLARO||41.00||34.62||40.73||34.62                                                                                                                                                                                                                                                                                                                                                                                                                               
4||1||5367||7501059281950||LECHE NIDO CLASICA PVO 380 GRS||43.13||37.94||40.00||36.80                                                                                                                                                                                                                                                                                                                                                                                                                               
5||1||5463||7503000504064||MERTHORAB RAB TINT 20ML BCO||6.00||5.00||23.60||11.00                                                                                                                                                                                                                                                                                                                                                                                                                                    
5||7||5464||7503000504071||CLORURO DE BENZALCONIO BLANCO ATOMIZADOR 60 ML||23.60||11||18.37||14.67                                                                                                                                                                                                                                                                                                                                                                                                                  
5||7||5507||7501192600830||MULTIAPLICADORES DE ALGODON 100 PZAS||21.68||13||15.42||12.33                                                                                                                                                                                                                                                                                                                                                                                                                            
5||9||5570||7501587005141||PRESERVATIVO CLASICO CARTERA DE 3||21.00||14||23.00||11.27                                                                                                                                                                                                                                                                                                                                                                                                                               
5||1||5662||7501048333301||ALCOHOL PROTEC DESNAT 1L||40.43||35.57||80.00||39.00                                                                                                                                                                                                                                                                                                                                                                                                                                     
1||1||5682||7501125105135||AMIKACINA AI 2ML 500MG ANT||151.55||128.20||151.54||39.00                                                                                                                                                                                                                                                                                                                                                                                                                                
1||2||5755||7501123013340||BEDOYECTA ORALCAP30||253.15||206.28||241.09||14.00                                                                                                                                                                                                                                                                                                                                                                                                                                       
2||1||6117||7501059355415||SH FOLICURE 200ML HIDRA||23.08||20.31||23.00||20.02                                                                                                                                                                                                                                                                                                                                                                                                                                      
1||2||6150||7501098605434||GELIDOL 200MG CAPS 12||41.00||29.00||38.00||30.40                                                                                                                                                                                                                                                                                                                                                                                                                                        
5||1||6259||7501128113144||JGA DESECH DL 3ML 23X25 MM    ||3.74||1.87||4.73||2.00                                                                                                                                                                                                                                                                                                                                                                                                                                   
5||1||6262||7501128113236||JERINGA DL 5ML 22X32||4.84||2.42||8.17||2.00                                                                                                                                                                                                                                                                                                                                                                                                                                             
2||1||6346||7502235820130||FITTY DENT T 20 LIMP||35.71||25.98||25.00||22.08                                                                                                                                                                                                                                                                                                                                                                                                                                         
1||1||6386||4029799161033||MENSIFEM T 60 20MG            ||635.00||520.70||550.00||451.00                                                                                                                                                                                                                                                                                                                                                                                                                           
1||1||6487||7501094911911||NOVADOR SUSP 50ML 125MG ANT||258.00||168.41||257.92||168.41                                                                                                                                                                                                                                                                                                                                                                                                                              
1||1||6564||7501041941046||PENTREXYL FA 3 250MG ANT||232.00||190.24||185.00||151.70                                                                                                                                                                                                                                                                                                                                                                                                                                 
2||1||6632||3337872412028||REDERMIC CRA 15MLOJOS ANTIAINT||504.00||395.88||461.00||362.05                                                                                                                                                                                                                                                                                                                                                                                                                           
4||1||6743||7502253071804||SMA GOLD 1 BTE900G||451.68||350.66||402.03||365.05                                                                                                                                                                                                                                                                                                                                                                                                                                       
2||1||6836||7501289900225||TINTE DE LA VEGA CAOBA 4.5||41.00||34.62||40.73||34.62                                                                                                                                                                                                                                                                                                                                                                                                                                   
8||1||7027||714706400209||JARABE EXTRACTO DE PLANTAS PORPOLEO Y MIEL 250 ML||71.00||64||83.47||66.77                                                                                                                                                                                                                                                                                                                                                                                                                
2||1||7041||7502003560527||CETAPHIL ANTIBACTERIAL BARRA 127 GRS.||111.21||88.97||95.00||76.03                                                                                                                                                                                                                                                                                                                                                                                                                       
1||5||7197||8400000361||NEOMICINA/POLIMIXINA/GRAMICIDINA 1.75MG/5000U/25||190.00||32||392.20||241.81                                                                                                                                                                                                                                                                                                                                                                                                                
1||1||7483||7501122900535||AUROREX COMP 150 MG C/30||460.29||375.05||460.00||375.05                                                                                                                                                                                                                                                                                                                                                                                                                                 
5||1||7522||4015630980505||ACCU-CHEK PERFORMA TIRAS 25   ||253.65||202.91||234.00||205.10                                                                                                                                                                                                                                                                                                                                                                                                                           
1||1||7572||5702191008104||FUCIDIN UNG 15G 2%||252.96||198.58||234.00||183.61                                                                                                                                                                                                                                                                                                                                                                                                                                       
5||1||7682||7502214982491||PREVO PRUDENCE 3 AROMA UVA||27.06||18.95||26.00||18.95                                                                                                                                                                                                                                                                                                                                                                                                                                   
