103|d.cuenta|MADERO              |75001872|PALMOLIVE BRILLANTINA LIQ 52ML|2.00|2.00|000000009.59|19.1800                                                                                                                                                                                                                                                                                                                                                                                                            
103|d.cuenta|MADERO              |650240003967|GENOPRAZOL 20MG CAP 7|4.00|4.00|000000043.13|172.5200                                                                                                                                                                                                                                                                                                                                                                                                                
103|d.cuenta|MADERO              |650240011139|QG5 TAB 30|1.00|1.00|000000215.96|215.9600                                                                                                                                                                                                                                                                                                                                                                                                                           
103|d.cuenta|MADERO              |650240011177|SHOT B GS CAP 30|2.00|2.00|000000076.91|153.8200                                                                                                                                                                                                                                                                                                                                                                                                                     
103|d.cuenta|MADERO              |650240021138|GENOPRAZOL HIPERACIDEZ 20MG CAP 14|1.00|1.00|000000033.70|33.7000                                                                                                                                                                                                                                                                                                                                                                                                    
103|d.cuenta|MADERO              |736085405422|SPLASH TEARS GOTAS FCO 15ML|9.00|9.00|000000057.16|514.4400                                                                                                                                                                                                                                                                                                                                                                                                          
103|d.cuenta|MADERO              |3499320001168|METROGEL 0.75% GEL 30G|1.00|1.00|000000339.49|339.4900                                                                                                                                                                                                                                                                                                                                                                                                              
103|d.cuenta|MADERO              |7501001157296|NATURELLA F MODERADO ALAS BOL 10|28.00|28.00|000000014.29|400.1200                                                                                                                                                                                                                                                                                                                                                                                                  
103|d.cuenta|MADERO              |7501001164003|OLD SPICE DES PURE SPORT BAR 60G|10.00|10.00|000000029.01|290.1000                                                                                                                                                                                                                                                                                                                                                                                                  
103|d.cuenta|MADERO              |7501001353377|PEPTO BISMOL CEREZA MAST TAB 24|6.00|6.00|000000048.48|290.8800                                                                                                                                                                                                                                                                                                                                                                                                     
103|d.cuenta|MADERO              |7501008486504|MERTHIOLATE BLANCO SOL 30ML|4.00|4.00|000000016.64|66.5600                                                                                                                                                                                                                                                                                                                                                                                                          
103|d.cuenta|MADERO              |7501008486528|MERTHIOLATE BLANCO SOL 60ML|4.00|4.00|000000025.32|101.2800                                                                                                                                                                                                                                                                                                                                                                                                         
103|d.cuenta|MADERO              |7501022105191|GRISI NEUTRO JAB 100G|9.00|9.00|000000007.95|71.5500                                                                                                                                                                                                                                                                                                                                                                                                                
103|d.cuenta|MADERO              |7501034645067|LONOL SPORT GEL 30G|1.00|1.00|000000062.85|62.8500                                                                                                                                                                                                                                                                                                                                                                                                                  
103|d.cuenta|MADERO              |7501035908253|MENNEN ACEITE REG BOT 200ML|2.00|2.00|000000028.01|56.0200                                                                                                                                                                                                                                                                                                                                                                                                          
103|d.cuenta|MADERO              |7501035915121|CURITY BIB REGULAR BOT 240ML|3.00|3.00|000000013.95|41.8500                                                                                                                                                                                                                                                                                                                                                                                                         
103|d.cuenta|MADERO              |7501041941848|TEMPRA 100MG GOT 30ML|3.00|3.00|000000064.23|192.6900                                                                                                                                                                                                                                                                                                                                                                                                               
103|d.cuenta|MADERO              |7501050613460|AFRIN LUB SPR 20ML|13.00|13.00|000000039.02|507.2600                                                                                                                                                                                                                                                                                                                                                                                                                
103|d.cuenta|MADERO              |7501050614641|AFRIN INF CEREZA SPR 20ML|3.00|3.00|000000036.95|110.8500                                                                                                                                                                                                                                                                                                                                                                                                           
103|d.cuenta|MADERO              |7501050623766|AFRIN NO DRIP CONGESTION SOL 15ML|6.00|6.00|000000049.72|298.3200                                                                                                                                                                                                                                                                                                                                                                                                   
103|d.cuenta|MADERO              |7501050624558|CLORO-TRIMETON 4MG TAB 20|1.00|1.00|000000043.59|43.5900                                                                                                                                                                                                                                                                                                                                                                                                            
103|d.cuenta|MADERO              |7501050630023|LOTRIMIN AF AER 100G|1.00|1.00|000000057.59|57.5900                                                                                                                                                                                                                                                                                                                                                                                                                 
103|d.cuenta|MADERO              |7501050699990|CELESTAMINE NS PED SOL 60ML|1.00|1.00|000000220.88|220.8800                                                                                                                                                                                                                                                                                                                                                                                                         
103|d.cuenta|MADERO              |7501070600709|SYNCOL 500/25/15MG COM 12|1.00|1.00|000000051.84|51.8400                                                                                                                                                                                                                                                                                                                                                                                                            
103|d.cuenta|MADERO              |7501072300218|TING AEROSOL BOT 80G|2.00|2.00|000000061.73|123.4600                                                                                                                                                                                                                                                                                                                                                                                                                
105|d.cuenta|CINCO DE MAYO       |8400003249|OBRYDEX UNG 3G|1.00|1.00|000000224.27|224.2700                                                                                                                                                                                                                                                                                                                                                                                                                         
105|d.cuenta|CINCO DE MAYO       |354312225140|VITACILINA UNG 16G|21.00|21.00|000000015.37|322.7700                                                                                                                                                                                                                                                                                                                                                                                                                 
105|d.cuenta|CINCO DE MAYO       |650240006203|METABOL TONICS CAP 30|1.00|1.00|000000129.54|129.5400                                                                                                                                                                                                                                                                                                                                                                                                                
105|d.cuenta|CINCO DE MAYO       |650240013805|ALLIVIAX 550MG TAB 10|7.00|7.00|000000046.49|325.4300                                                                                                                                                                                                                                                                                                                                                                                                                
